"X","Y","juos","elev","slp","asp","point.ID","poly.ID","mukey","taxorder","taxsuborde","taxgrtgrou","taxsubgrp","subord","grtgrp","c_order","c_sbord","c_ggrp","phmin","phave","phmax","frag3to10","sieveno4","sieveno10","sieveno40","sieveno200","sand","silt","clay","omr","dryweight","ksat","awc","wsat","minalogy","reaction","ph_ave","frag_3to10","sieve_4","sieve_10","sieve_40","sieve_200","sand_txt","silt_txt","clay_txt","orgmat","dwieght","ksat_txt","awc_txt","wsat_txt","minerals","calcereous"
-110.069421,39.612898,1,2247,10.6255006790161,358.968872070312,391,477,"674498","Inceptisols","Ustepts","Haplustepts","Aridic Lithic Haplustepts","Ust","Hap",106,125,120,660,801,900,26,74,69,58,43,48,30,22,266,128,2822,13,37,"mixed",NA,"801","26","74","69","58","43","48","30","22","266","128","2822","13","37","mixed",NA
-109.777582,39.610165,1,2134,2.92285966873169,68.5925598144531,392,1231,"674400","Mollisols","Ustolls","Haplustolls","Lithic Haplustolls","Ust","Hap",107,125,120,740,833,900,10,61,57,52,41,39,41,20,201,130,917,13,39,"mixed","calcareous","833","10","61","57","52","41","39","41","20","201","130","917","13","39","mixed","calcareous"
-109.660725,39.608723,1,2051,1.53195559978485,358.842681884766,393,1227,"674399","Entisols","Orthents","Torriorthents","Lithic Ustic Torriorthents","Ort","Tor",104,115,131,780,845,960,8,60,54,44,31,49,34,17,142,146,2822,6,19,"mixed","calcareous","845","8","60","54","44","31","49","34","17","142","146","2822","6","19","mixed","calcareous"
-109.544693,39.607119,1,2018,2.8963463306427,290.466552734375,394,1227,"674399","Entisols","Orthents","Torriorthents","Lithic Ustic Torriorthents","Ort","Tor",104,115,131,780,845,960,8,60,54,44,31,49,34,17,142,146,2822,6,19,"mixed","calcareous","845","8","60","54","44","31","49","34","17","142","146","2822","6","19","mixed","calcareous"
-109.428181,39.605926,1,2113,1.0440628528595,320.411865234375,395,1227,"674399","Entisols","Orthents","Torriorthents","Lithic Ustic Torriorthents","Ort","Tor",104,115,131,780,845,960,8,60,54,44,31,49,34,17,142,146,2822,6,19,"mixed","calcareous","845","8","60","54","44","31","49","34","17","142","146","2822","6","19","mixed","calcareous"
-109.078957,39.600706,0,2439,7.13534498214722,343.324432373047,396,1232,"674284","Mollisols","Cryolls","Haplocryolls","Pachic Haplocryolls","Cry","Hap",107,107,120,610,787,900,14,67,62,48,33,54,28,18,260,142,2822,13,38,"not used",NA,"787","14","67","62","48","33","54","28","18","260","142","2822","13","38","not used",NA
-108.438863,39.588362,0,2516,3.65632224082947,228.426788330078,397,763,"659510","Mollisols","Cryolls","Haplocryolls","Lithic Haplocryolls","Cry","Hap",107,107,120,610,722,900,11,69,65,57,43,44,33,24,275,127,917,10,39,"mixed","calcareous","722","11","69","65","57","43","44","33","24","275","127","917","10","39","mixed","calcareous"
-108.322507,39.585756,0,2433,3.40083241462708,226.841674804688,398,763,"659510","Mollisols","Cryolls","Haplocryolls","Lithic Haplocryolls","Cry","Hap",107,107,120,610,722,900,11,69,65,57,43,44,33,24,275,127,917,10,39,"mixed","calcareous","722","11","69","65","57","43","44","33","24","275","127","917","10","39","mixed","calcareous"
-107.620563,39.58707,1,1992,6.72320699691772,197.397094726562,399,777,"659520",NA,NA,NA,NA,"non","non",100,100,100,740,832,900,25,83,70,62,39,54,25,21,200,0,0,0,0,"not used",NA,"832","25","83","70","62","39","54","25","21","200",NA,NA,NA,"na","not used",NA
-108.148062,39.581584,0,2189,12.1276712417603,69.9707489013672,400,779,"659519","Entisols","Orthents","Torriorthents","Ustic Torriorthents","Ort","Tor",104,115,131,660,769,900,7,56,51,43,33,46,35,19,243,135,2822,6,29,"mixed","calcareous","769","7","56","51","43","33","46","35","19","243","135","2822","6","29","mixed","calcareous"
-108.08989,39.58014,0,1827,1.47887420654297,222.031768798828,401,779,"659519","Entisols","Orthents","Torriorthents","Ustic Torriorthents","Ort","Tor",104,115,131,660,769,900,7,56,51,43,33,46,35,19,243,135,2822,6,29,"mixed","calcareous","769","7","56","51","43","33","46","35","19","243","135","2822","6","29","mixed","calcareous"
-107.678679,39.585681,0,1807,3.81829595565796,168.917434692383,402,781,"659518","Aridisols","Argids","Calciargids","Ustic Calciargids","Arg","Cal",103,104,104,660,830,960,8,91,88,77,63,40,35,25,78,131,917,15,50,"mixed","calcareous","830","8","91","88","77","63","40","35","25","78","131","917","15","50","mixed","calcareous"
-111.175503,39.571374,0,2659,7.42909479141235,220.884490966797,403,474,"674394","Alfisols","Cryalfs","Glossocryalfs","Eutric Glossocryalfs","Cry","Glo",101,107,118,560,740,900,8,90,87,77,59,42,35,23,586,126,917,16,47,"not used",NA,"740","8","90","87","77","59","42","35","23","586","126","917","16","47","not used",NA
-110.942612,39.571501,1,1947,1.01039099693298,40.0302581787109,404,481,"674496","Entisols","Orthents","Torriorthents","Lithic Ustic Torriorthents","Ort","Tor",104,115,131,740,837,960,8,85,81,66,44,54,31,15,127,142,2822,13,43,"mixed","calcareous","837","8","85","81","66","44","54","31","15","127","142","2822","13","43","mixed","calcareous"
-110.82608,39.57142,0,1713,0.794608294963837,96.7098388671875,405,483,"674491","Entisols","Fluvents","Torrifluvents","Typic Torrifluvents","Flu","Tor",104,110,131,740,814,900,0,100,100,95,84,26,50,25,125,139,917,15,46,"mixed","calcareous","814","0","100","100","95","84","26","50","25","125","139","917","15","46","mixed","calcareous"
-107.36401,39.574458,1,2022,13.0233707427979,209.139083862305,406,783,"659520",NA,NA,NA,NA,"non","non",100,100,100,740,832,900,25,83,70,62,39,54,25,21,200,0,0,0,0,"not used",NA,"832","25","83","70","62","39","54","25","21","200",NA,NA,NA,"na","not used",NA
-110.185375,39.568485,0,2565,7.26832008361816,142.571960449219,407,469,"674394","Alfisols","Cryalfs","Glossocryalfs","Eutric Glossocryalfs","Cry","Glo",101,107,118,560,740,900,8,90,87,77,59,42,35,23,586,126,917,16,47,"not used",NA,"740","8","90","87","77","59","42","35","23","586","126","917","16","47","not used",NA
-109.836106,39.565643,1,2230,4.38758945465088,321.718170166016,408,1231,"674400","Mollisols","Ustolls","Haplustolls","Lithic Haplustolls","Ust","Hap",107,125,120,740,833,900,10,61,57,52,41,39,41,20,201,130,917,13,39,"mixed","calcareous","833","10","61","57","52","41","39","41","20","201","130","917","13","39","mixed","calcareous"
-109.428807,39.560209,1,2193,2.08227300643921,193.313629150391,409,1231,"674400","Mollisols","Ustolls","Haplustolls","Lithic Haplustolls","Ust","Hap",107,125,120,740,833,900,10,61,57,52,41,39,41,20,201,130,917,13,39,"mixed","calcareous","833","10","61","57","52","41","39","41","20","201","130","917","13","39","mixed","calcareous"
-109.196424,39.558017,1,2116,1.70681822299957,352.971618652344,410,770,"674401","Mollisols","Ustolls","Haplustolls","Lithic Haplustolls","Ust","Hap",107,125,120,740,837,960,13,56,51,41,29,49,33,18,183,130,917,13,39,"mixed","calcareous","837","13","56","51","41","29","49","33","18","183","130","917","13","39","mixed","calcareous"
-108.963847,39.553717,1,2078,5.47879791259766,161.871170043945,411,1233,"674283","Entisols","Orthents","Ustorthents","Typic Ustorthents","Ort","Ust",104,115,137,740,820,960,21,80,72,57,33,64,24,12,250,154,2822,7,21,"mixed (calcareous)",NA,"820","21","80","72","57","33","64","24","12","250","154","2822","7","21","mixed",NA
-109.918294,39.548417,1,2427,1.2662740945816,116.878143310547,412,1231,"674400","Mollisols","Ustolls","Haplustolls","Lithic Haplustolls","Ust","Hap",107,125,120,740,833,900,10,61,57,52,41,39,41,20,201,130,917,13,39,"mixed","calcareous","833","10","61","57","52","41","39","41","20","201","130","917","13","39","mixed","calcareous"
-108.789435,39.550457,1,1985,9.67743110656738,200.731292724609,413,1233,"674283","Entisols","Orthents","Ustorthents","Typic Ustorthents","Ort","Ust",104,115,137,740,820,960,21,80,72,57,33,64,24,12,250,154,2822,7,21,"mixed (calcareous)",NA,"820","21","80","72","57","33","64","24","12","250","154","2822","7","21","mixed",NA
-108.731285,39.549318,1,2297,3.97046756744385,255.233734130859,414,1233,"674283","Entisols","Orthents","Ustorthents","Typic Ustorthents","Ort","Ust",104,115,137,740,820,960,21,80,72,57,33,64,24,12,250,154,2822,7,21,"mixed (calcareous)",NA,"820","21","80","72","57","33","64","24","12","250","154","2822","7","21","mixed",NA
-108.615001,39.547078,0,2164,5.23916149139404,48.9410820007324,415,779,"659519","Entisols","Orthents","Torriorthents","Ustic Torriorthents","Ort","Tor",104,115,131,660,769,900,7,56,51,43,33,46,35,19,243,135,2822,6,29,"mixed","calcareous","769","7","56","51","43","33","46","35","19","243","135","2822","6","29","mixed","calcareous"
-108.498509,39.544753,0,2300,16.3466358184814,42.2381973266602,416,779,"659519","Entisols","Orthents","Torriorthents","Ustic Torriorthents","Ort","Tor",104,115,131,660,769,900,7,56,51,43,33,46,35,19,243,135,2822,6,29,"mixed","calcareous","769","7","56","51","43","33","46","35","19","243","135","2822","6","29","mixed","calcareous"
-107.851384,39.536525,1,1700,3.07622075080872,138.055587768555,417,781,"659518","Aridisols","Argids","Calciargids","Ustic Calciargids","Arg","Cal",103,104,104,660,830,960,8,91,88,77,63,40,35,25,78,131,917,15,50,"mixed","calcareous","830","8","91","88","77","63","40","35","25","78","131","917","15","50","mixed","calcareous"
-107.455729,39.536554,1,2131,7.85997915267944,227.775329589844,418,777,"659520",NA,NA,NA,NA,"non","non",100,100,100,740,832,900,25,83,70,62,39,54,25,21,200,0,0,0,0,"not used",NA,"832","25","83","70","62","39","54","25","21","200",NA,NA,NA,"na","not used",NA
-111.000769,39.526417,1,2127,4.14664888381958,67.7824020385742,419,481,"674496","Entisols","Orthents","Torriorthents","Lithic Ustic Torriorthents","Ort","Tor",104,115,131,740,837,960,8,85,81,66,44,54,31,15,127,142,2822,13,43,"mixed","calcareous","837","8","85","81","66","44","54","31","15","127","142","2822","13","43","mixed","calcareous"
-110.651123,39.525612,1,1736,0.727524757385254,147.154937744141,420,482,"674494","Entisols","Orthents","Torriorthents","Lithic Ustic Torriorthents","Ort","Tor",104,115,131,740,816,900,11,80,75,60,36,57,26,17,75,160,2822,11,38,"mixed","calcareous","816","11","80","75","60","36","57","26","17","75","160","2822","11","38","mixed","calcareous"
-110.419015,39.525025,1,1794,1.79159224033356,230.606170654297,421,486,"674495","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,740,839,900,15,86,82,67,44,54,31,16,100,152,7762,7,21,"mixed",NA,"839","15","86","82","67","44","54","31","16","100","152","7762","7","21","mixed",NA
-110.3608,39.524666,1,2397,6.41411399841309,275.929748535156,422,478,"674497","Entisols","Orthents","Torriorthents","Lithic Ustic Torriorthents","Ort","Tor",104,115,131,660,764,840,9,66,60,53,39,49,33,18,450,147,2822,7,23,"mixed","calcareous","764","9","66","60","53","39","49","33","18","450","147","2822","7","23","mixed","calcareous"
-109.779186,39.520133,1,2212,1.20829510688782,61.3017082214355,423,1231,"674400","Mollisols","Ustolls","Haplustolls","Lithic Haplustolls","Ust","Hap",107,125,120,740,833,900,10,61,57,52,41,39,41,20,201,130,917,13,39,"mixed","calcareous","833","10","61","57","52","41","39","41","20","201","130","917","13","39","mixed","calcareous"
-109.197724,39.513646,1,2368,2.08677411079407,21.5253829956055,424,1232,"674284","Mollisols","Cryolls","Haplocryolls","Pachic Haplocryolls","Cry","Hap",107,107,120,610,787,900,14,67,62,48,33,54,28,18,260,142,2822,13,38,"not used",NA,"787","14","67","62","48","33","54","28","18","260","142","2822","13","38","not used",NA
-109.14022,39.511309,1,2297,4.49180936813354,92.8574829101562,425,1232,"674284","Mollisols","Cryolls","Haplocryolls","Pachic Haplocryolls","Cry","Hap",107,107,120,610,787,900,14,67,62,48,33,54,28,18,260,142,2822,13,38,"not used",NA,"787","14","67","62","48","33","54","28","18","260","142","2822","13","38","not used",NA
-108.848922,39.506527,1,2109,2.61806535720825,159.42414855957,426,789,"659508","Mollisols","Ustolls","Haplustolls","Lithic Haplustolls","Ust","Hap",107,125,120,660,789,900,10,73,67,56,43,48,33,18,136,127,2328,13,40,"mixed","calcareous","789","10","73","67","56","43","48","33","18","136","127","2328","13","40","mixed","calcareous"
-109.581805,39.499736,1,2230,1.42549109458923,205.730712890625,427,1231,"674400","Mollisols","Ustolls","Haplustolls","Lithic Haplustolls","Ust","Hap",107,125,120,740,833,900,10,61,57,52,41,39,41,20,201,130,917,13,39,"mixed","calcareous","833","10","61","57","52","41","39","41","20","201","130","917","13","39","mixed","calcareous"
-109.523679,39.499093,1,2226,1.68236398696899,24.4439544677734,428,1231,"674400","Mollisols","Ustolls","Haplustolls","Lithic Haplustolls","Ust","Hap",107,125,120,740,833,900,10,61,57,52,41,39,41,20,201,130,917,13,39,"mixed","calcareous","833","10","61","57","52","41","39","41","20","201","130","917","13","39","mixed","calcareous"
-108.442149,39.498355,1,1883,8.55409526824951,7.99915742874146,429,787,"659517","Aridisols","Argids","Natrargids","Typic Natrargids","Arg","Nat",103,104,126,740,836,960,1,90,88,75,57,48,30,21,69,120,917,15,53,"mixed","calcareous","836","1","90","88","75","57","48","30","21","69","120","917","15","53","mixed","calcareous"
-108.325958,39.495667,1,1762,5.6006817817688,155.164245605469,430,787,"659517","Aridisols","Argids","Natrargids","Typic Natrargids","Arg","Nat",103,104,126,740,836,960,1,90,88,75,57,48,30,21,69,120,917,15,53,"mixed","calcareous","836","1","90","88","75","57","48","30","21","69","120","917","15","53","mixed","calcareous"
-107.733352,39.494392,1,1768,1.76004385948181,10.1246719360352,431,791,"659518","Aridisols","Argids","Calciargids","Ustic Calciargids","Arg","Cal",103,104,104,660,830,960,8,91,88,77,63,40,35,25,78,131,917,15,50,"mixed","calcareous","830","8","91","88","77","63","40","35","25","78","131","917","15","50","mixed","calcareous"
-107.559013,39.498307,1,1932,7.64125156402588,266.884155273438,432,791,"659518","Aridisols","Argids","Calciargids","Ustic Calciargids","Arg","Cal",103,104,104,660,830,960,8,91,88,77,63,40,35,25,78,131,917,15,50,"mixed","calcareous","830","8","91","88","77","63","40","35","25","78","131","917","15","50","mixed","calcareous"
-107.384833,39.502022,0,2596,7.98291635513306,313.361206054688,433,792,"659529","Mollisols","Cryolls","Argicryolls","Pachic Argicryolls","Cry","Arg",107,107,103,610,707,840,9,87,83,75,61,37,34,30,357,159,282,17,40,"smectitic",NA,"707","9","87","83","75","61","37","34","30","357","159","282","17","40","smectitic",NA
-109.337862,39.487577,1,2375,1.27460944652557,257.735229492188,434,1231,"674400","Mollisols","Ustolls","Haplustolls","Lithic Haplustolls","Ust","Hap",107,125,120,740,833,900,10,61,57,52,41,39,41,20,201,130,917,13,39,"mixed","calcareous","833","10","61","57","52","41","39","41","20","201","130","917","13","39","mixed","calcareous"
-108.151689,39.49185,0,2065,13.5894174575806,77.7107467651367,435,779,"659519","Entisols","Orthents","Torriorthents","Ustic Torriorthents","Ort","Tor",104,115,131,660,769,900,7,56,51,43,33,46,35,19,243,135,2822,6,29,"mixed","calcareous","769","7","56","51","43","33","46","35","19","243","135","2822","6","29","mixed","calcareous"
-107.90755,39.490153,1,1577,3.98788285255432,351.085083007812,436,791,"659518","Aridisols","Argids","Calciargids","Ustic Calciargids","Arg","Cal",103,104,104,660,830,960,8,91,88,77,63,40,35,25,78,131,917,15,50,"mixed","calcareous","830","8","91","88","77","63","40","35","25","78","131","917","15","50","mixed","calcareous"
-111.291379,39.481044,0,3110,7.98747491836548,149.906295776367,437,475,"674525","Mollisols","Cryolls","Argicryolls","Pachic Argicryolls","Cry","Arg",107,107,103,450,705,960,17,67,62,54,43,46,32,22,338,126,917,17,50,"not used",NA,"705","17","67","62","54","43","46","32","22","338","126","917","17","50","not used",NA
-111.175126,39.481368,0,2652,6.96222305297852,38.263988494873,438,490,"674524","Alfisols","Cryalfs","Palecryalfs","Ustic Palecryalfs","Cry","Pal",101,107,127,510,694,960,13,69,63,55,43,43,34,22,305,149,2822,9,33,"mixed",NA,"694","13","69","63","55","43","43","34","22","305","149","2822","9","33","mixed",NA
-110.942583,39.481431,0,2013,1.13121020793915,139.993743896484,439,493,"674494","Entisols","Orthents","Torriorthents","Lithic Ustic Torriorthents","Ort","Tor",104,115,131,740,816,900,11,80,75,60,36,57,26,17,75,160,2822,11,38,"mixed","calcareous","816","11","80","75","60","36","57","26","17","75","160","2822","11","38","mixed","calcareous"
-110.651893,39.480922,0,1612,0.167385399341583,236.309936523438,440,492,"674491","Entisols","Fluvents","Torrifluvents","Typic Torrifluvents","Flu","Tor",104,110,131,740,814,900,0,100,100,95,84,26,50,25,125,139,917,15,46,"mixed","calcareous","814","0","100","100","95","84","26","50","25","125","139","917","15","46","mixed","calcareous"
-110.593758,39.480733,0,1678,1.04560923576355,31.6908206939697,441,487,"674493","Entisols","Fluvents","Torrifluvents","Typic Torrifluvents","Flu","Tor",104,110,131,740,841,900,0,99,98,87,61,53,29,18,80,139,917,15,46,"mixed","calcareous","841","0","99","98","87","61","53","29","18","80","139","917","15","46","mixed","calcareous"
-109.779951,39.475035,1,2290,2.17483377456665,2.24175071716309,442,1231,"674400","Mollisols","Ustolls","Haplustolls","Lithic Haplustolls","Ust","Hap",107,125,120,740,833,900,10,61,57,52,41,39,41,20,201,130,917,13,39,"mixed","calcareous","833","10","61","57","52","41","39","41","20","201","130","917","13","39","mixed","calcareous"
-109.431579,39.471236,1,2279,1.93408298492432,264.722595214844,443,1231,"674400","Mollisols","Ustolls","Haplustolls","Lithic Haplustolls","Ust","Hap",107,125,120,740,833,900,10,61,57,52,41,39,41,20,201,130,917,13,39,"mixed","calcareous","833","10","61","57","52","41","39","41","20","201","130","917","13","39","mixed","calcareous"
-109.024565,39.464633,1,2093,6.67664480209351,255.707260131836,444,788,"659508","Mollisols","Ustolls","Haplustolls","Lithic Haplustolls","Ust","Hap",107,125,120,660,789,900,10,73,67,56,43,48,33,18,136,127,2328,13,40,"mixed","calcareous","789","10","73","67","56","43","48","33","18","136","127","2328","13","40","mixed","calcareous"
-108.559874,39.455824,0,2112,1.19018423557281,105.843078613281,445,779,"659519","Entisols","Orthents","Torriorthents","Ustic Torriorthents","Ort","Tor",104,115,131,660,769,900,7,56,51,43,33,46,35,19,243,135,2822,6,29,"mixed","calcareous","769","7","56","51","43","33","46","35","19","243","135","2822","6","29","mixed","calcareous"
-108.095535,39.445119,0,2259,10.0874624252319,104.911804199219,446,779,"659519","Entisols","Orthents","Torriorthents","Ustic Torriorthents","Ort","Tor",104,115,131,660,769,900,7,56,51,43,33,46,35,19,243,135,2822,6,29,"mixed","calcareous","769","7","56","51","43","33","46","35","19","243","135","2822","6","29","mixed","calcareous"
